match_id,batter,inning,Team,Opposition,Over,Ball,Runs,BF,Dots,Fours,Sixes,Out,Dismissal_Kind,Fall_of_Wicket,Strike_rate
335982,SC Ganguly,1,Kolkata Knight Riders,Royal Challengers Bengaluru,0,1,10,12,8,2,0,1,caught,61/1,83.33
335982,BB McCullum,1,Kolkata Knight Riders,Royal Challengers Bengaluru,0,2,158,73,23,10,13,0,,,216.44
335982,RT Ponting,1,Kolkata Knight Riders,Royal Challengers Bengaluru,5,3,20,20,9,1,1,1,caught,112/2,100.0
335982,DJ Hussey,1,Kolkata Knight Riders,Royal Challengers Bengaluru,13,2,12,12,4,1,0,1,caught,172/3,100.0
335982,Mohammad Hafeez,1,Kolkata Knight Riders,Royal Challengers Bengaluru,17,3,5,3,1,1,0,0,,,166.67
335982,R Dravid,2,Royal Challengers Bengaluru,Kolkata Knight Riders,0,1,2,3,1,0,0,1,bowled,4/1,66.67
335982,W Jaffer,2,Royal Challengers Bengaluru,Kolkata Knight Riders,0,2,6,16,13,0,0,1,caught,24/4,37.5
335982,V Kohli,2,Royal Challengers Bengaluru,Kolkata Knight Riders,1,2,1,5,4,0,0,1,bowled,9/2,20.0
335982,JH Kallis,2,Royal Challengers Bengaluru,Kolkata Knight Riders,2,3,8,7,4,0,1,1,caught,24/3,114.29
335982,CL White,2,Royal Challengers Bengaluru,Kolkata Knight Riders,4,6,6,10,5,0,0,1,caught,43/7,60.0
335982,MV Boucher,2,Royal Challengers Bengaluru,Kolkata Knight Riders,5,3,7,9,8,1,0,1,caught,38/5,77.78
335982,B Akhil,2,Royal Challengers Bengaluru,Kolkata Knight Riders,8,1,0,2,2,0,0,1,caught,38/6,0.0
335982,AA Noffke,2,Royal Challengers Bengaluru,Kolkata Knight Riders,8,3,9,10,6,1,0,1,run out,57/8,90.0
335982,P Kumar,2,Royal Challengers Bengaluru,Kolkata Knight Riders,9,2,18,15,12,1,2,0,,,120.0
335982,Z Khan,2,Royal Challengers Bengaluru,Kolkata Knight Riders,11,2,3,8,5,0,0,1,bowled,70/9,37.5
335982,SB Joshi,2,Royal Challengers Bengaluru,Kolkata Knight Riders,13,2,3,6,5,0,0,1,caught,82/10,50.0
335983,PA Patel,1,Chennai Super Kings,Punjab Kings,0,1,15,10,6,3,0,1,caught,26/1,150.0
335983,ML Hayden,1,Chennai Super Kings,Punjab Kings,0,4,25,16,9,4,1,1,bowled,57/2,156.25
335983,MEK Hussey,1,Chennai Super Kings,Punjab Kings,2,6,116,54,13,8,9,0,,,214.81
335983,MS Dhoni,1,Chennai Super Kings,Punjab Kings,6,3,2,3,1,0,0,1,lbw,62/3,66.67
335983,SK Raina,1,Chennai Super Kings,Punjab Kings,7,2,32,13,4,2,3,1,caught,128/4,246.15
335983,JDP Oram,1,Chennai Super Kings,Punjab Kings,12,4,13,10,4,0,1,1,bowled,167/5,130.0
335983,S Badrinath,1,Chennai Super Kings,Punjab Kings,15,4,31,14,2,3,2,0,,,221.43
335983,K Goel,2,Punjab Kings,Chennai Super Kings,0,1,24,19,8,2,1,1,caught,56/1,126.32
335983,JR Hopes,2,Punjab Kings,Chennai Super Kings,0,5,71,33,8,10,3,1,caught,111/2,215.15
335983,KC Sangakkara,2,Punjab Kings,Chennai Super Kings,6,1,54,33,8,5,2,1,caught,190/4,163.64
335983,Yuvraj Singh,2,Punjab Kings,Chennai Super Kings,10,4,23,13,3,1,2,1,caught,153/3,176.92
335983,SM Katich,2,Punjab Kings,Chennai Super Kings,14,5,21,17,4,0,1,0,,,123.53
335983,IK Pathan,2,Punjab Kings,Chennai Super Kings,17,6,3,5,2,0,0,0,,,60.0
335984,T Kohli,1,Rajasthan Royals,Delhi Capitals,0,1,7,12,11,0,1,1,caught,17/1,58.33
335984,YK Pathan,1,Rajasthan Royals,Delhi Capitals,1,1,10,5,1,2,0,1,run out,27/2,200.0
335984,SR Watson,1,Rajasthan Royals,Delhi Capitals,2,4,21,15,6,4,0,1,run out,41/3,140.0
335984,M Kaif,1,Rajasthan Royals,Delhi Capitals,4,1,9,19,11,0,0,1,caught,57/5,47.37
335984,DS Lehmann,1,Rajasthan Royals,Delhi Capitals,7,2,1,2,1,0,0,1,lbw,47/4,50.0
335984,RA Jadeja,1,Rajasthan Royals,Delhi Capitals,7,5,29,23,11,2,2,1,bowled,93/7,126.09
335984,M Rawat,1,Rajasthan Royals,Delhi Capitals,10,4,2,4,2,0,0,1,bowled,71/6,50.0
335984,D Salunkhe,1,Rajasthan Royals,Delhi Capitals,12,2,26,20,7,4,0,0,,,130.0
335984,SK Warne,1,Rajasthan Royals,Delhi Capitals,14,3,14,13,6,2,0,1,bowled,110/8,107.69
335984,SK Trivedi,1,Rajasthan Royals,Delhi Capitals,17,2,3,7,4,0,0,0,,,42.86
335984,G Gambhir,2,Delhi Capitals,Rajasthan Royals,0,1,58,46,18,7,1,0,,,126.09
335984,V Sehwag,2,Delhi Capitals,Rajasthan Royals,1,1,12,4,1,3,0,1,bowled,20/1,300.0
335984,S Dhawan,2,Delhi Capitals,Rajasthan Royals,1,5,52,41,18,8,0,0,,,126.83
335985,L Ronchi,1,Mumbai Indians,Royal Challengers Bengaluru,0,1,8,10,8,2,0,1,caught,9/1,80.0
335985,ST Jayasuriya,1,Mumbai Indians,Royal Challengers Bengaluru,1,1,29,16,8,5,1,1,run out,46/3,181.25
335985,DJ Thornely,1,Mumbai Indians,Royal Challengers Bengaluru,1,6,0,5,6,0,0,1,retired hurt,20/2,0.0
335985,RV Uthappa,1,Mumbai Indians,Royal Challengers Bengaluru,3,5,48,38,13,5,1,1,stumped,125/5,126.32
335985,PR Shah,1,Mumbai Indians,Royal Challengers Bengaluru,5,6,19,23,11,2,0,1,caught,97/4,82.61
335985,AM Nayar,1,Mumbai Indians,Royal Challengers Bengaluru,13,5,20,14,4,1,1,1,caught,152/6,142.86
335985,SM Pollock,1,Mumbai Indians,Royal Challengers Bengaluru,16,6,28,12,3,3,2,1,bowled,165/7,233.33
335985,Harbhajan Singh,1,Mumbai Indians,Royal Challengers Bengaluru,19,1,2,2,0,0,0,0,,,100.0
335985,S Chanderpaul,2,Royal Challengers Bengaluru,Mumbai Indians,0,1,16,11,5,3,0,1,caught,37/1,145.45
335985,R Dravid,2,Royal Challengers Bengaluru,Mumbai Indians,0,3,32,33,15,4,0,1,caught and bowled,68/2,96.97
335985,LRPL Taylor,2,Royal Challengers Bengaluru,Mumbai Indians,5,1,23,12,3,1,2,1,caught,76/3,191.67
335985,JH Kallis,2,Royal Challengers Bengaluru,Mumbai Indians,8,7,25,24,4,0,1,1,caught,161/5,104.17
335985,V Kohli,2,Royal Challengers Bengaluru,Mumbai Indians,10,1,23,14,6,3,1,1,caught,106/4,164.29
335985,MV Boucher,2,Royal Challengers Bengaluru,Mumbai Indians,13,5,39,19,4,4,2,0,,,205.26
335985,B Akhil,2,Royal Challengers Bengaluru,Mumbai Indians,18,5,3,5,4,0,0,0,,,60.0
335986,AC Gilchrist,1,Sunrisers Hyderabad,Kolkata Knight Riders,0,1,23,21,14,1,2,1,caught,47/3,109.52
335986,Y Venugopal Rao,1,Sunrisers Hyderabad,Kolkata Knight Riders,0,2,14,13,8,1,0,1,caught,21/1,107.69
335986,VVS Laxman,1,Sunrisers Hyderabad,Kolkata Knight Riders,3,3,0,6,6,0,0,1,caught,22/2,0.0
335986,A Symonds,1,Sunrisers Hyderabad,Kolkata Knight Riders,4,5,32,39,26,2,2,1,caught,104/7,82.05
335986,RG Sharma,1,Sunrisers Hyderabad,Kolkata Knight Riders,8,2,0,3,3,0,0,1,caught,47/4,0.0
335986,SB Styris,1,Sunrisers Hyderabad,Kolkata Knight Riders,8,5,6,7,4,1,0,1,bowled,58/5,85.71
335986,AS Yadav,1,Sunrisers Hyderabad,Kolkata Knight Riders,11,5,10,10,5,0,1,1,caught,71/6,100.0
335986,SB Bangar,1,Sunrisers Hyderabad,Kolkata Knight Riders,14,5,14,10,4,1,1,1,caught,110/9,140.0
335986,WPUJC Vaas,1,Sunrisers Hyderabad,Kolkata Knight Riders,17,6,0,1,1,0,0,1,caught,105/8,0.0
335986,RP Singh,1,Sunrisers Hyderabad,Kolkata Knight Riders,18,1,1,2,1,0,0,1,run out,110/10,50.0
335986,WP Saha,2,Kolkata Knight Riders,Sunrisers Hyderabad,0,1,10,17,11,1,0,1,caught,21/3,58.82
335986,BB McCullum,2,Kolkata Knight Riders,Sunrisers Hyderabad,0,2,5,5,3,1,0,1,caught,6/1,100.0
335986,RT Ponting,2,Kolkata Knight Riders,Sunrisers Hyderabad,2,1,0,1,1,0,0,1,lbw,16/2,0.0
335986,SC Ganguly,2,Kolkata Knight Riders,Sunrisers Hyderabad,2,2,14,29,25,1,0,1,bowled,68/4,48.28
335986,DJ Hussey,2,Kolkata Knight Riders,Sunrisers Hyderabad,4,3,38,43,25,1,3,0,,,88.37
335986,Mohammad Hafeez,2,Kolkata Knight Riders,Sunrisers Hyderabad,13,2,13,13,8,1,1,1,caught,88/5,100.0
335986,LR Shukla,2,Kolkata Knight Riders,Sunrisers Hyderabad,16,5,4,6,2,0,0,0,,,66.67
335987,K Goel,1,Punjab Kings,Rajasthan Royals,0,1,26,21,14,3,2,1,bowled,34/1,123.81
335987,JR Hopes,1,Punjab Kings,Rajasthan Royals,0,6,16,16,9,2,0,1,lbw,73/4,100.0
335987,KC Sangakkara,1,Punjab Kings,Rajasthan Royals,4,6,20,8,2,3,1,1,caught and bowled,56/2,250.0
335987,DPMD Jayawardene,1,Punjab Kings,Rajasthan Royals,6,4,2,4,3,0,0,1,stumped,64/3,50.0
335987,Yuvraj Singh,1,Punjab Kings,Rajasthan Royals,7,5,57,34,12,6,3,1,lbw,136/5,167.65
335987,IK Pathan,1,Punjab Kings,Rajasthan Royals,9,5,12,19,12,0,1,1,bowled,136/6,63.16
335987,S Sohal,1,Punjab Kings,Rajasthan Royals,16,6,4,4,1,0,0,1,run out,149/8,100.0
335987,B Lee,1,Punjab Kings,Rajasthan Royals,17,3,0,2,2,0,0,1,caught,136/7,0.0
335987,PP Chawla,1,Punjab Kings,Rajasthan Royals,17,5,24,10,2,4,0,0,,,240.0
335987,WA Mota,1,Punjab Kings,Rajasthan Royals,19,3,1,1,0,0,0,0,,,100.0
335987,M Kaif,2,Rajasthan Royals,Punjab Kings,0,1,5,7,6,1,0,1,caught,6/1,71.43
335987,YK Pathan,2,Rajasthan Royals,Punjab Kings,1,2,7,5,3,1,0,1,caught and bowled,19/2,140.0
335987,Kamran Akmal,2,Rajasthan Royals,Punjab Kings,1,5,15,9,6,2,1,1,caught,48/3,166.67
335987,SR Watson,2,Rajasthan Royals,Punjab Kings,2,5,76,48,20,5,5,0,,,158.33
335987,DS Lehmann,2,Rajasthan Royals,Punjab Kings,5,1,17,16,9,3,0,1,lbw,99/4,106.25
335987,RA Jadeja,2,Rajasthan Royals,Punjab Kings,11,3,36,24,13,5,1,0,,,150.0
335988,AC Gilchrist,1,Sunrisers Hyderabad,Delhi Capitals,0,1,8,9,7,0,1,1,bowled,9/1,88.89
335988,Y Venugopal Rao,1,Sunrisers Hyderabad,Delhi Capitals,0,4,14,22,16,2,0,1,caught,36/3,63.64
335988,VVS Laxman,1,Sunrisers Hyderabad,Delhi Capitals,3,1,2,6,4,0,0,1,bowled,23/2,33.33
335988,A Symonds,1,Sunrisers Hyderabad,Delhi Capitals,5,2,12,13,8,2,0,1,caught,45/4,92.31
335988,RG Sharma,1,Sunrisers Hyderabad,Delhi Capitals,8,1,66,36,11,6,4,1,caught,123/7,183.33
335988,Shahid Afridi,1,Sunrisers Hyderabad,Delhi Capitals,9,4,2,7,5,0,0,1,lbw,60/5,28.57
335988,SB Bangar,1,Sunrisers Hyderabad,Delhi Capitals,12,2,8,14,6,0,0,1,run out,82/6,57.14
335988,AS Yadav,1,Sunrisers Hyderabad,Delhi Capitals,16,2,12,7,2,2,0,1,caught,129/8,171.43
335988,WPUJC Vaas,1,Sunrisers Hyderabad,Delhi Capitals,18,5,12,5,1,0,1,0,,,240.0
335988,RP Singh,1,Sunrisers Hyderabad,Delhi Capitals,19,4,1,1,0,0,0,0,,,100.0
335988,G Gambhir,2,Delhi Capitals,Sunrisers Hyderabad,0,1,12,9,3,2,0,1,caught,31/1,133.33
335988,V Sehwag,2,Delhi Capitals,Sunrisers Hyderabad,0,2,94,41,11,10,6,0,,,229.27
335988,S Dhawan,2,Delhi Capitals,Sunrisers Hyderabad,3,4,25,28,18,3,0,0,,,89.29
335989,PA Patel,1,Chennai Super Kings,Mumbai Indians,0,1,14,11,8,3,0,1,caught,34/1,127.27
335989,ML Hayden,1,Chennai Super Kings,Mumbai Indians,1,1,81,44,12,12,2,0,,,184.09
335989,MEK Hussey,1,Chennai Super Kings,Mumbai Indians,3,2,5,9,7,1,0,1,bowled,39/2,55.56
335989,SK Raina,1,Chennai Super Kings,Mumbai Indians,4,5,53,37,13,3,3,1,caught,143/3,143.24
335989,MS Dhoni,1,Chennai Super Kings,Mumbai Indians,15,1,30,16,6,4,1,1,run out,206/5,187.5
335989,JDP Oram,1,Chennai Super Kings,Mumbai Indians,19,3,5,2,0,1,0,0,,,250.0
335989,S Badrinath,1,Chennai Super Kings,Mumbai Indians,19,6,2,1,0,0,0,0,,,200.0
335989,L Ronchi,2,Mumbai Indians,Chennai Super Kings,0,1,2,3,2,0,0,0,,,66.67
335989,ST Jayasuriya,2,Mumbai Indians,Chennai Super Kings,0,4,20,11,5,4,0,1,run out,30/2,181.82
335989,RV Uthappa,2,Mumbai Indians,Chennai Super Kings,1,1,43,35,17,6,1,1,bowled,81/3,122.86
335989,SM Pollock,2,Mumbai Indians,Chennai Super Kings,5,5,17,15,6,0,1,1,bowled,97/4,113.33
335989,DJ Bravo,2,Mumbai Indians,Chennai Super Kings,9,5,24,16,6,2,1,1,caught,130/5,150.0
335989,AM Nayar,2,Mumbai Indians,Chennai Super Kings,11,5,45,19,2,6,1,0,,,236.84
335989,MA Khote,2,Mumbai Indians,Chennai Super Kings,14,3,9,5,2,0,1,1,caught,141/6,180.0
335989,Harbhajan Singh,2,Mumbai Indians,Chennai Super Kings,15,6,28,14,5,1,3,1,caught,189/7,200.0
335989,A Nehra,2,Mumbai Indians,Chennai Super Kings,19,4,1,2,1,0,0,0,,,50.0
335990,AC Gilchrist,1,Sunrisers Hyderabad,Rajasthan Royals,0,1,13,9,5,3,0,1,stumped,22/1,144.44
335990,VVS Laxman,1,Sunrisers Hyderabad,Rajasthan Royals,1,1,16,16,9,3,0,1,caught and bowled,75/3,100.0
335990,Shahid Afridi,1,Sunrisers Hyderabad,Rajasthan Royals,2,3,10,4,2,1,1,1,caught,32/2,250.0
335990,A Symonds,1,Sunrisers Hyderabad,Rajasthan Royals,3,1,117,52,13,11,7,0,,,225.0
335990,RG Sharma,1,Sunrisers Hyderabad,Rajasthan Royals,8,4,36,30,10,3,1,1,caught,186/4,120.0
335990,AS Yadav,1,Sunrisers Hyderabad,Rajasthan Royals,18,1,16,9,4,3,0,1,caught,214/5,177.78
335990,Kamran Akmal,2,Rajasthan Royals,Sunrisers Hyderabad,0,1,12,9,5,1,1,1,caught,14/1,133.33
335990,GC Smith,2,Rajasthan Royals,Sunrisers Hyderabad,0,5,71,45,14,9,2,1,caught,187/5,157.78
335990,YK Pathan,2,Rajasthan Royals,Sunrisers Hyderabad,2,2,61,28,10,4,6,1,caught,112/2,217.86
335990,SR Watson,2,Rajasthan Royals,Sunrisers Hyderabad,9,4,4,6,2,0,0,1,bowled,126/3,66.67
335990,M Kaif,2,Rajasthan Royals,Sunrisers Hyderabad,12,2,34,16,3,2,3,1,caught,186/4,212.5
335990,RA Jadeja,2,Rajasthan Royals,Sunrisers Hyderabad,17,4,1,3,2,0,0,1,bowled,195/6,33.33
335990,SK Warne,2,Rajasthan Royals,Sunrisers Hyderabad,17,5,22,8,3,2,2,0,run out,196/7,275.0
335990,D Salunkhe,2,Rajasthan Royals,Sunrisers Hyderabad,18,4,1,1,0,0,0,0,,,100.0
335990,Pankaj Singh,2,Rajasthan Royals,Sunrisers Hyderabad,18,7,4,3,0,0,0,0,,,133.33
335991,K Goel,1,Punjab Kings,Mumbai Indians,0,1,18,21,12,1,1,0,,,85.71
335991,IK Pathan,1,Punjab Kings,Mumbai Indians,0,4,6,3,1,0,0,1,caught,8/1,200.0
335991,KC Sangakkara,1,Punjab Kings,Mumbai Indians,1,5,94,56,17,13,1,1,run out,159/7,167.86
335991,Yuvraj Singh,1,Punjab Kings,Mumbai Indians,8,2,18,9,1,1,1,1,caught,107/3,200.0
335991,RR Sarwan,1,Punjab Kings,Mumbai Indians,11,1,7,9,3,0,0,1,caught,121/4,77.78
335991,DPMD Jayawardene,1,Punjab Kings,Mumbai Indians,13,6,12,7,1,0,1,1,caught,152/5,171.43
335991,S Sohal,1,Punjab Kings,Mumbai Indians,16,5,0,4,4,0,0,1,caught,155/6,0.0
335991,B Lee,1,Punjab Kings,Mumbai Indians,17,6,16,7,4,2,1,1,run out,182/10,228.57
335991,PP Chawla,1,Punjab Kings,Mumbai Indians,18,7,0,1,1,0,0,1,lbw,169/8,0.0
335991,S Sreesanth,1,Punjab Kings,Mumbai Indians,19,2,0,1,1,0,0,1,caught,170/9,0.0
335991,VRV Singh,1,Punjab Kings,Mumbai Indians,19,3,4,2,1,1,0,0,,,200.0
335991,L Ronchi,2,Mumbai Indians,Punjab Kings,0,1,11,8,6,1,1,0,,,137.5
335991,ST Jayasuriya,2,Mumbai Indians,Punjab Kings,0,3,1,7,6,0,0,1,caught and bowled,14/1,14.29
335991,RV Uthappa,2,Mumbai Indians,Punjab Kings,2,4,21,17,10,2,1,1,run out,65/4,123.53
335991,DJ Bravo,2,Mumbai Indians,Punjab Kings,2,5,23,21,11,4,0,1,bowled,61/3,109.52
335991,SS Tiwary,2,Mumbai Indians,Punjab Kings,8,5,17,10,4,2,1,1,bowled,91/5,170.0
335991,SM Pollock,2,Mumbai Indians,Punjab Kings,9,2,22,21,10,2,1,1,caught,105/8,104.76
335991,AM Nayar,2,Mumbai Indians,Punjab Kings,12,3,2,3,1,0,0,1,caught,94/6,66.67
335991,Harbhajan Singh,2,Mumbai Indians,Punjab Kings,13,2,0,1,1,0,0,1,lbw,94/7,0.0
335991,MA Khote,2,Mumbai Indians,Punjab Kings,13,3,8,7,2,1,0,1,hit wicket,110/9,114.29
335991,DS Kulkarni,2,Mumbai Indians,Punjab Kings,15,3,2,16,15,0,0,0,,,12.5
335991,A Nehra,2,Mumbai Indians,Punjab Kings,17,3,2,9,8,0,0,0,,,22.22
335992,S Chanderpaul,1,Royal Challengers Bengaluru,Rajasthan Royals,0,1,2,9,7,0,0,1,caught,16/2,22.22
335992,R Dravid,1,Royal Challengers Bengaluru,Rajasthan Royals,0,2,0,1,1,0,0,1,caught,1/1,0.0
335992,LRPL Taylor,1,Royal Challengers Bengaluru,Rajasthan Royals,1,1,44,20,10,6,3,1,caught,65/4,220.0
335992,JH Kallis,1,Royal Challengers Bengaluru,Rajasthan Royals,2,5,11,10,5,2,0,1,caught,59/3,110.0
335992,V Kohli,1,Royal Challengers Bengaluru,Rajasthan Royals,6,4,13,14,9,0,1,1,caught,77/5,92.86
335992,MV Boucher,1,Royal Challengers Bengaluru,Rajasthan Royals,7,4,4,10,6,0,0,1,caught,78/6,40.0
335992,P Kumar,1,Royal Challengers Bengaluru,Rajasthan Royals,9,5,34,30,18,2,3,1,run out,131/8,113.33
335992,SB Joshi,1,Royal Challengers Bengaluru,Rajasthan Royals,11,5,3,8,5,0,0,1,run out,90/7,37.5
335992,Z Khan,1,Royal Challengers Bengaluru,Rajasthan Royals,14,5,17,17,8,2,0,0,,,100.0
335992,R Vinay Kumar,1,Royal Challengers Bengaluru,Rajasthan Royals,19,4,1,1,0,0,0,0,,,100.0
335992,GC Smith,2,Rajasthan Royals,Royal Challengers Bengaluru,0,1,49,42,17,8,0,1,caught,130/3,116.67
335992,M Rawat,2,Rajasthan Royals,Royal Challengers Bengaluru,0,3,0,2,2,0,0,1,caught,1/1,0.0
335992,YK Pathan,2,Rajasthan Royals,Royal Challengers Bengaluru,0,5,21,12,6,5,0,1,caught,26/2,175.0
335992,SR Watson,2,Rajasthan Royals,Royal Challengers Bengaluru,3,6,61,41,17,8,2,0,,,148.78
335992,M Kaif,2,Rajasthan Royals,Royal Challengers Bengaluru,16,1,4,6,5,1,0,0,,,66.67
335993,SC Ganguly,1,Kolkata Knight Riders,Chennai Super Kings,0,1,12,19,13,1,0,1,caught,70/5,63.16
335993,BB McCullum,1,Kolkata Knight Riders,Chennai Super Kings,0,3,24,11,5,2,2,1,caught,32/1,218.18
335993,RT Ponting,1,Kolkata Knight Riders,Chennai Super Kings,2,4,0,1,1,0,0,1,caught,32/2,0.0
335993,WP Saha,1,Kolkata Knight Riders,Chennai Super Kings,2,5,27,16,9,5,1,1,bowled,61/3,168.75
335993,DJ Hussey,1,Kolkata Knight Riders,Chennai Super Kings,5,6,0,2,2,0,0,1,caught,64/4,0.0
335993,Mohammad Hafeez,1,Kolkata Knight Riders,Chennai Super Kings,7,3,16,24,11,1,0,1,caught,98/6,66.67
335993,LR Shukla,1,Kolkata Knight Riders,Chennai Super Kings,9,4,42,33,12,4,1,1,run out,145/9,127.27
335993,AB Agarkar,1,Kolkata Knight Riders,Chennai Super Kings,14,5,11,8,3,1,0,1,caught,121/7,137.5
335993,M Kartik,1,Kolkata Knight Riders,Chennai Super Kings,17,4,3,3,1,0,0,1,caught and bowled,127/8,100.0
335993,I Sharma,1,Kolkata Knight Riders,Chennai Super Kings,18,4,4,3,0,0,0,0,,,133.33
335993,PA Patel,2,Chennai Super Kings,Kolkata Knight Riders,0,1,21,27,20,3,0,1,caught,66/1,77.78
335993,ML Hayden,2,Chennai Super Kings,Kolkata Knight Riders,1,1,70,48,17,6,3,0,,,145.83
335993,MS Dhoni,2,Chennai Super Kings,Kolkata Knight Riders,8,5,43,27,6,3,2,0,,,159.26
335994,L Ronchi,1,Mumbai Indians,Sunrisers Hyderabad,0,1,13,11,7,3,0,1,caught,15/1,118.18
335994,ST Jayasuriya,1,Mumbai Indians,Sunrisers Hyderabad,0,5,18,21,13,2,0,1,caught,55/4,85.71
335994,AM Rahane,1,Mumbai Indians,Sunrisers Hyderabad,2,3,0,7,7,0,0,1,caught,18/2,0.0
335994,RV Uthappa,1,Mumbai Indians,Sunrisers Hyderabad,4,1,6,4,2,1,0,1,caught,27/3,150.0
335994,SM Pollock,1,Mumbai Indians,Sunrisers Hyderabad,5,4,31,31,14,3,1,1,bowled,79/5,100.0
335994,AM Nayar,1,Mumbai Indians,Sunrisers Hyderabad,10,6,34,19,8,1,3,1,caught,122/6,178.95
335994,DJ Bravo,1,Mumbai Indians,Sunrisers Hyderabad,13,4,34,17,2,3,1,1,caught,154/7,200.0
335994,MA Khote,1,Mumbai Indians,Sunrisers Hyderabad,16,5,7,10,6,1,0,0,,,70.0
335994,AC Gilchrist,2,Sunrisers Hyderabad,Mumbai Indians,0,1,109,47,19,9,10,0,,,231.91
335994,VVS Laxman,2,Sunrisers Hyderabad,Mumbai Indians,0,6,37,26,8,4,1,0,,,142.31
335995,G Gambhir,1,Delhi Capitals,Punjab Kings,0,1,18,14,5,3,0,1,caught,45/3,128.57
335995,V Sehwag,1,Delhi Capitals,Punjab Kings,0,3,6,6,4,1,0,1,lbw,11/1,100.0
335995,S Dhawan,1,Delhi Capitals,Punjab Kings,1,6,0,3,3,0,0,1,caught,12/2,0.0
335995,Shoaib Malik,1,Delhi Capitals,Punjab Kings,2,4,19,17,10,3,0,1,caught,54/4,111.76
335995,MK Tiwary,1,Delhi Capitals,Punjab Kings,6,1,39,34,16,6,0,1,caught,139/7,114.71
335995,KD Karthik,1,Delhi Capitals,Punjab Kings,7,2,24,14,3,2,1,1,bowled,88/5,171.43
335995,R Bhatia,1,Delhi Capitals,Punjab Kings,12,5,17,15,6,1,1,1,bowled,125/6,113.33
335995,MF Maharoof,1,Delhi Capitals,Punjab Kings,16,5,18,12,2,2,0,1,run out,158/8,150.0
335995,VY Mahesh,1,Delhi Capitals,Punjab Kings,18,1,6,5,0,0,0,0,,,120.0
335995,K Goel,2,Punjab Kings,Delhi Capitals,0,1,1,3,2,0,0,1,lbw,2/1,33.33
335995,SM Katich,2,Punjab Kings,Delhi Capitals,0,2,75,51,25,11,1,1,run out,119/4,147.06
335995,KC Sangakkara,2,Punjab Kings,Delhi Capitals,1,5,4,2,1,1,0,1,caught,11/2,200.0
335995,DPMD Jayawardene,2,Punjab Kings,Delhi Capitals,2,6,15,14,7,2,0,1,caught and bowled,69/3,107.14
335995,Yuvraj Singh,2,Punjab Kings,Delhi Capitals,7,8,40,29,9,3,2,0,,,137.93
335995,TM Srivastava,2,Punjab Kings,Delhi Capitals,14,1,7,9,4,0,0,1,caught,141/5,77.78
335995,IK Pathan,2,Punjab Kings,Delhi Capitals,16,5,10,6,3,2,0,1,caught,155/6,166.67
335995,B Lee,2,Punjab Kings,Delhi Capitals,18,3,1,3,2,0,0,0,,,33.33
335996,PA Patel,1,Chennai Super Kings,Royal Challengers Bengaluru,0,1,21,17,7,2,1,1,caught,42/2,123.53
335996,ML Hayden,1,Chennai Super Kings,Royal Challengers Bengaluru,0,2,13,19,15,2,0,1,bowled,22/1,68.42
335996,MEK Hussey,1,Chennai Super Kings,Royal Challengers Bengaluru,4,5,47,37,11,3,2,1,run out,178/5,127.03
335996,SK Raina,1,Chennai Super Kings,Royal Challengers Bengaluru,6,4,28,17,3,1,2,0,,,164.71
335996,MS Dhoni,1,Chennai Super Kings,Royal Challengers Bengaluru,12,3,65,30,11,9,3,1,caught,178/4,216.67
335996,B Chipli,2,Royal Challengers Bengaluru,Chennai Super Kings,0,1,8,11,7,1,0,1,bowled,13/1,72.73
335996,W Jaffer,2,Royal Challengers Bengaluru,Chennai Super Kings,0,2,50,33,14,5,2,1,caught,102/2,151.52
335996,LRPL Taylor,2,Royal Challengers Bengaluru,Chennai Super Kings,3,2,53,34,10,3,3,1,caught,132/4,155.88
335996,JH Kallis,2,Royal Challengers Bengaluru,Chennai Super Kings,11,1,14,10,2,2,0,1,caught,127/3,140.0
335996,MV Boucher,2,Royal Challengers Bengaluru,Chennai Super Kings,14,2,4,6,3,0,0,1,caught,142/5,66.67
335996,V Kohli,2,Royal Challengers Bengaluru,Chennai Super Kings,15,2,12,7,2,2,0,1,bowled,149/7,171.43
335996,R Dravid,2,Royal Challengers Bengaluru,Chennai Super Kings,16,4,0,1,1,0,0,1,lbw,143/6,0.0
335996,P Kumar,2,Royal Challengers Bengaluru,Chennai Super Kings,16,5,6,5,0,0,0,0,,,120.0
335996,Z Khan,2,Royal Challengers Bengaluru,Chennai Super Kings,17,3,8,6,1,1,0,1,run out,161/8,133.33
335996,B Akhil,2,Royal Challengers Bengaluru,Chennai Super Kings,18,6,2,3,1,0,0,0,run out,162/9,66.67
335996,DW Steyn,2,Royal Challengers Bengaluru,Chennai Super Kings,19,2,1,2,1,0,0,1,caught,165/10,50.0
335997,BB McCullum,1,Kolkata Knight Riders,Mumbai Indians,0,1,1,2,1,0,0,1,lbw,6/2,50.0
335997,SC Ganguly,1,Kolkata Knight Riders,Mumbai Indians,0,2,4,2,1,1,0,1,caught,5/1,200.0
335997,RT Ponting,1,Kolkata Knight Riders,Mumbai Indians,0,4,19,31,15,1,0,0,,,61.29
335997,DB Das,1,Kolkata Knight Riders,Mumbai Indians,0,6,29,20,12,5,1,1,caught,40/3,145.0
335997,DJ Hussey,1,Kolkata Knight Riders,Mumbai Indians,5,4,17,20,12,3,0,1,caught,74/4,85.0
335997,Mohammad Hafeez,1,Kolkata Knight Riders,Mumbai Indians,12,1,2,6,4,0,0,1,run out,77/6,33.33
